Category,Message,,,
ham,Just come home. I don't want u to be miserable,,,
spam,Urgent! Please call 09061213237 from a landline. Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,I wish u were here. I feel so alone,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
ham,How come u got nothing to do?,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
ham,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,i am going to bed now prin,,,
ham,I attended but nothing is there.,,,
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",,,
ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,,,
ham,You do got a shitload of diamonds though,,,
ham,COME BACK TO TAMPA FFFFUUUUUUU,,,
ham,Wait.i will come out.. &lt;#&gt;  min:),,,
ham,U 2.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,,,
spam,100 dating service cal;l 09064012103 box334sk38ch,,,
ham,"Sounds good, keep me posted",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,
ham,Webpage s not available!,,,
ham,Compliments to you. Was away from the system. How your side.,,,
ham,Ãœ log off 4 wat. It's sdryb8i,,,
ham,She doesnt need any test.,,,
ham,Should I be stalking u?,,,
ham,U're welcome... Caught u using broken english again...,,,
ham,I will come tomorrow di,,,
ham,I'm awake oh. What's up.,,,
ham,How many licks does it take to get to the center of a tootsie pop?,,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,"sorry brah, just finished the last of my exams, what up",,,
ham,Send me yetty's number pls.,,,
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.,,,
ham,"Sorry,in meeting I'll call later",,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589",,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,,,
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",,,
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,,,
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,,,
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
ham,Ok. C u then.,,,
ham,So what do you guys do.,,,
spam,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,I am late. I will be there at,,,
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,,,
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,,,
ham,"Just wondering, the others just took off",,,
ham,Now get step 2 outta the way. Congrats again.,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",,,
ham,If india win or level series means this is record:),,,
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",,,
ham,Please don't text me anymore. I have nothing else to say.,,,
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,,,
ham,Hey tmr maybe can meet you at yck,,,
ham,I have no idea where you are,,,
ham,Erm. I thought the contract ran out the4th of october.,,,
ham,She ran off with a younger man. we will make pretty babies together :),,,
ham,No plm i will come da. On the way.,,,
ham,Have you laid your airtel line to rest?,,,
ham,Cancel cheyyamo?and get some money back?,,,
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,,,
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,,,
ham,Thank you. do you generally date the brothas?,,,
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",,,
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",,,
ham,Ya but it cant display internal subs so i gotta extract them,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,"Haha figures, well I found the piece and priscilla's bowl",,,
ham,Tomarrow final hearing on my laptop case so i cant.,,,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
ham,Staff of placement training in Amrita college.,,,
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,,,
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,,,
ham,I'm serious. You are in the money base,,,
ham,K da:)how many page you want?,,,
ham,I'm home.,,,
ham,U should have made an appointment,,,
spam,FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,,,
ham,Dai  &lt;#&gt;  naal eruku.,,,
ham,Just finished. Missing you plenty,,,
ham,"Awesome, text me when you're restocked",,,
ham,I dont thnk its a wrong calling between us,,,
ham,Did u receive my msg?,,,
ham,Great! I have to run now so ttyl!,,,
ham,You didnt complete your gist oh.,,,
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,,,
ham,"I'm in a meeting, call me later at",,,
ham,I dont thnk its a wrong calling between us,,,
ham,Thanks chikku..:-) gud nyt:-*,,,
ham,Hi Petey!noiÂ’m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,,,
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,
ham,Just now saw your message.it k da:),,,
ham,Ãœ collecting ur laptop then going to configure da settings izzit?,,,
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
ham,I am going to sao mu today. Will be done only at 12,,,
ham,Yeah I'll try to scrounge something up,,,
ham,Hey tmr meet at bugis 930 ?,,,
ham,Thinkin about someone is all good. No drugs for that,,,
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÂ’S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,,,
ham,I'm home. Ard wat time will u reach?,,,
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",,,
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
ham,Yupz... I've oredi booked slots 4 my weekends liao...,,,
ham,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut?",,,
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),,,
ham,I didn't get the second half of that message,,,
ham,Please attend the phone:),,,
ham,My drive can only be read. I need to write,,,
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",,,
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",,,
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
ham,"Sorry, I'll call later",,,
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",,,
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",,,
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,,,
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",,,
ham,Yesterday its with me only . Now am going home.,,,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,,
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,,,
ham,jay says he'll put in  &lt;#&gt;,,,
ham,Oh k.k..where did you take test?,,,
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,,,
spam,"Today's Offer! Claim ur Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Â£3.00 Sub. 16 . Unsub reply X",,,
ham,I could ask carlos if we could get more if anybody else can chip in,,,
spam,"Hi,Thanks for working with us. Your bill for $373.75 was due on 28 Aug 2016.If you've already paid it, please ignore this email and sorry for bothering you. If you've not paid it, please do so as soon as possible.To view your bill visit https://in.xero.com/5LQDhRwfvoQfeDtLDMqkk1JWSqC4CmJt4VVJRsGN.If you've got any questions, or want to arrange alternative payment don't hesitate to get in touch.ThanksNJW Limited",,,
ham,Pls dont restrict her from eating anythin she likes for the next two days.,,,
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,,,
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
spam,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,She's good. How are you. Where r u working now,,,
ham,The bus leaves at  &lt;#&gt;,,,
ham,* Thought I didn't see you.,,,
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,,,
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",,,
